,movie,actor,type,role
1351,T:College Confidential,Earl Wilson,\Und,"R:gossip collumnist ""Earl Wilson"""
1352,T:College Confidential,Sheilah Graham,\Und,"R:British gossip collumnist ""Sheilah Graham"""
1353,T:College Confidential,Rocky Marciano,\Und,RU:
1354,T:College Confidential,Elisha Cook,\Und,RU:
1355,T:College Confidential,Ziva Rodann,\Und,RU:
1356,T:College Confidential,Micket Shaughnessey,\Und,RU:
1357,T:Sex Kittens go to College,Mamie vanDoren,\Und,R:high IQ stripper
1358,T:Sex Kittens go to College,s a,\Und,"R:robot, selects department chair ""Thinko"""
1359,T:Sex Kittens go to College,Tuesday Weld,\Und,RU:
1360,T:Sex Kittens go to College,Mijanou Bardot,\Und,RU:
1361,T:Sex Kittens go to College,Mickey Shaughnessy,\Und,RU:
1362,T:Sex Kittens go to College,Louis Nye,\Und,RU:
1363,T:Sex Kittens go to College,Pamela Mason,\Und,RU:
1364,T:Sex Kittens go to College,Marty Milner,\Und,RU:
1365,T:Sex Kittens go to College,Jackie Coogan,\Und,"R:uncle ""Fester"""
1366,T:Sex Kittens go to College,John Carradine,\Und,RU:
1367,T:Sex Kittens go to College,Vampira,\Und,RU:
1368,T:Sex Kittens go to College,Conway Twitty,\Und,R:singer
1369,T:Sex Kittens go to College,Charles Chaplin~jr.,\Und,RU:
1370,T:Sex Kittens go to College,Harold Lloyd~jr.,\Und,RU:
1371,T:Sex Kittens go to College,Woo Woo Grabowski,\Und,"RN:""Woo Woo Grabowski"""
1372,T:On Her Bed of Roses,Sandra Lynn,\Und,"R:teenager, confides"
1373,T:On Her Bed of Roses,Ric Marlowe,\Sci,"R:doctor ""KraftEbbing"""
1374,T:On Her Bed of Roses,Stephen Long,\Und,"R:fiancee, impotent, murders"
1375,T:Ever in My Heart,Barbara Stanwyk,\Und,RU:
1376,T:Ever in My Heart,Ralph Bellamy,\Und,RU:
1377,T:Ever in My Heart,Otto Kruger,\Und,RU:
1378,T:The Petrified Forest,Leslie Howard,\Und,R:world-weary intellectual
1379,T:The Petrified Forest,Bette Davis,\Und,R:ardent waitress
1380,T:The Petrified Forest,Humphrey Bogart,\Vil,"R:ruthless escaped killer ""Duke Mantee"""
1381,T:The Petrified Forest,Genevieve Tobin,\Und,R:traveller
1382,T:The Petrified Forest,Dick Foran,\Und,R:traveller
1383,T:The Petrified Forest,Joe Sawyer,\Und,R:gangster
1384,T:The Petrified Forest,Porter Hall,\Und,RU:
1385,T:The Petrified Forest,Charley Grapewin,\Und,R:grandfather
1386,T:The Petrified Forest,Paul Harvey,\Und,RU:
1387,T:The Petrified Forest,s a,\Und,R:moll
1388,T:Gambling Lady,Barbara Stanwyk,\Und,RU:
1389,T:Gambling Lady,Joel McCrea,\Und,RU:
1390,T:Gambling Lady,Pat OBrien,\Und,RU:
1391,T:Black Legion,Humphrey Bogart,\Und,"R:factory worker, joins klan-like organization, recants"
1392,T:Black Legion,Dick Foran,\Und,"RZ:friend, killed"
1393,T:Black Legion,Erin OBrienMoore,\Und,RU:
1394,T:Black Legion,Ann Sheridan,\Und,RU:
1395,T:Black Legion,Robert Barrat,\Und,RU:
1396,T:Black Legion,Helen Flint,\Und,RU:
1397,T:Black Legion,Joseph Sawyer,\Und,RU:
1398,T:Black Legion,Addison Richards,\Und,RU:
1399,T:Black Legion,Eddie Acuff,\Und,RU:
1400,T:Black Legion,Clifford Soubier,\Und,RU:
1401,T:Black Legion,Paul Harvey,\Und,RU:
1402,T:Black Legion,Samuel S. Hinds,\Und,RU:
1403,T:Black Legion,John Litel,\Und,RU:
1404,T:Black Legion,Alonzo Price,\Und,RU:
1405,T:Black Legion,Dickie Jones,\Und,RU:
1406,T:Black Legion,Dorothy Vaughn,\Und,RU:
1407,T:Black Legion,Henry Brandon,\Und,RU:
1408,T:Black Legion,Charles Halton,\Und,RU:
1409,T:Black Legion,Pat C. Flick,\Und,RU:
1410,T:Black Legion,Francis Sayles,\Und,RU:
1411,T:Black Legion,Paul Stanton,\Und,RU:
1412,T:Black Legion,Harry Hayden,\Und,RU:
1413,T:Black Legion,Egon Brecher,\Und,RU:
1414,T:Adventures of Marco Polo,Gary Cooper,\Und,"R:traveller ""Marco Polo"""
1415,T:Adventures of Marco Polo,Basil Rathbone,\Und,R:mongol plotter
1416,T:Adventures of Marco Polo,Sigreid Gurie,\Und,R:Chinese maiden
1417,T:Adventures of Marco Polo,Ernest Truex,\Und,RU:
1418,T:Adventures of Marco Polo,Binnie Barnes,\Und,RU:
1419,T:Adventures of Marco Polo,Alan Hale,\Und,RU:
1420,T:Adventures of Marco Polo,George Barbier,\Und,RU:
1421,T:The House Across the Bay,George Raft,\Und,RU:
1422,T:The House Across the Bay,Joan Bennett,\Und,RU:
1423,T:The House Across the Bay,Walter Pidgeon,\Und,RU:
1424,T:The House Across the Bay,Lloyd Nolan,\Und,RU:
1425,T:The House Across the Bay,Gladys George,\Und,RU:
1426,T:The House Across the Bay,June Knight,\Und,RU:
1427,T:Charley's Aunt,Kay Francis,\Und,R:girlfriend
1428,T:Charley's Aunt,James Ellison,\Und,R:straight student
1429,T:Charley's Aunt,Anne Baxter,\Und,RU:
1430,T:Charley's Aunt,Laird Cregar,\Und,RU:
1431,T:Charley's Aunt,Edmund Gwenn,\Und,RU:
1432,T:Orchestra Wives,Ann Rutherford,\Und,R:marries trumpeter
1433,T:Orchestra Wives,George Montgomery,\Und,R:trumpet player
1434,T:Orchestra Wives,Lynn Bari,\Und,RU:
1435,T:Orchestra Wives,Glenn Miller,\Grp,R:band leader
1436,T:Orchestra Wives,Carole Landis,\Und,RU:
1437,T:Orchestra Wives,Jackie Geason,\Und,RU:
1438,T:Orchestra Wives,Cesar Romero,\Und,RU:
1439,T:A Night in Casablanca,Groucho Marx,\Und,R:hotel owner
1440,T:A Night in Casablanca,Chico Marx,\Und,R:camel taxi fleet manager
1441,T:A Night in Casablanca,Harpo Marx,\Und,RZ:elevator operator r
1442,T:A Night in Casablanca,Sig Rumann,\Und,"R:nazi ""Reiner"""
1443,T:A Night in Casablanca,Lisette Verea,\Und,R:pretty refugee
1444,T:A Night in Casablanca,Charles Drake,\Und,RU:
1445,T:A Night in Casablanca,Lois Collier,\Und,RU:
1446,T:A Night in Casablanca,Dan Seymour,\Und,RU:
1447,T:Angel On My Shoulder,Paul Muni,\Und,"R:dead gangster, becomes judge"
1448,T:Angel On My Shoulder,Claude Rains,\Und,RZ:devil
1449,T:Angel On My Shoulder,Anne Baxter,\Und,RU:
1450,T:Angel On My Shoulder,Erskine Sanford,\Und,RU:
1451,T:Angel On My Shoulder,Hardie allbright,\Und,RU:
1452,T:Prisoner of War,Ronald reagan,\Und,"R:prisoner, suspected communist"
1453,T:Prisoner of War,Oscar Homolka,\Und,R:Korean warden
1454,T:Prisoner of War,Steve Forrest,\Und,R:pow
1455,T:Prisoner of War,Harry Morgan,\Und,RU:
1456,T:Prisoner of War,Darryl Hickman,\Und,RU:
1457,T:The Longest Day,John Wayne,\Und,RU:
1458,T:The Longest Day,Robert Mitchum,\Und,RU:
1459,T:The Longest Day,Henry Fonda,\Und,RU:
1460,T:The Longest Day,Robert Ryan,\Und,RU:
1461,T:The Longest Day,Rod Steiger,\Und,RU:
1462,T:The Longest Day,Robert Wagner,\Und,RU:
1463,T:The Longest Day,Paul Anka,\Und,RU:
1464,T:The Longest Day,Fabian,\Und,RU:
1465,T:The Longest Day,Tommy Sands,\Und,RU:
1466,T:The Longest Day,Richard Beymer,\Und,RU:
1467,T:The Longest Day,Mel Ferrer,\Und,RU:
1468,T:The Longest Day,Jeffrey Hunter,\Und,RU:
1469,T:The Longest Day,Sal Mineo,\Und,RU:
1470,T:The Longest Day,Roddy McDowall,\Und,RU:
1471,T:The Longest Day,Stuart Whitman,\Und,RU:
1472,T:The Longest Day,Steve Forrest,\Und,RU:
1473,T:The Longest Day,Eddie Albert,\Und,RU:
1474,T:The Longest Day,Edmond OBrien,\Und,RU:
1475,T:The Longest Day,Red Buttons,\Und,RU:
1476,T:The Longest Day,Tom Tryon,\Und,RU:
1477,T:The Longest Day,Alexander Knox,\Und,RU:
1478,T:The Longest Day,Ray Danton,\Und,RU:
1479,T:The Longest Day,Ron Randell,\Und,RU:
1480,T:The Longest Day,Richard Burton,\Und,RU:
1481,T:The Longest Day,Donald Houston,\Und,RU:
1482,T:The Longest Day,Kenneth Moore,\Und,RU:
1483,T:The Longest Day,Peter Lawford,\Und,RU:
1484,T:The Longest Day,Richard Todd,\Und,RU:
1485,T:The Longest Day,Leo Genn,\Und,RU:
1486,T:The Longest Day,John Gregson,\Und,RU:
1487,T:The Longest Day,Sean Connery,\Und,RU:
1488,T:The Longest Day,JeanLouis Barrault,\Und,RU:
1489,T:The Longest Day,Arletty,\Und,RU:
1490,T:The Longest Day,Curt Jurgens,\Und,RU:
1491,T:Crack in the World,Dana Andrews,\Und,RU:
1492,T:Crack in the World,Janette Scott,\Und,RU:
1493,T:Crack in the World,Kieron Moore,\Und,RU:
1494,T:Crack in the World,Alexander Knox,\Und,RU:
1495,T:Birds Do It,Soupy Sales,\Und,"R:janitor, can fly"
1496,T:Birds Do It,Beverly Adams,\Und,R:attracted
1497,T:Birds Do It,Tab Hunter,\Und,RU:
1498,T:Birds Do It,Arthur OConnell,\Und,RU:
1499,T:Charley's Aunt,Jack Benny,\Und,"R:student, imporsonates aunt"
1500,T:Around the World Under the Sea,Lloyd Bridges,\Und,R:scientist
1501,T:Around the World Under the Sea,Shirley Eaton,\Und,RU:
1502,T:Around the World Under the Sea,Brian Kelly,\Und,RU:
1503,T:Around the World Under the Sea,David McCallum,\Und,RU:
1504,T:Around the World Under the Sea,Keenan Wynn,\Und,RU:
1505,T:Around the World Under the Sea,Marshall Thompson,\Und,RU:
1506,T:Around the World Under the Sea,Gary Merritt,\Und,RU:
1507,T:The Snow Devils,Jack Stuart,\Und,RU:
1508,T:The Snow Devils,Amber Collins,\Und,RU:
1509,T:The Snow Devils,Rene Baldwin,,\Und
1510,T:The Snow Devils,Wilbert Bradley,\Und,RU:
1511,T:The Snow Devils,Giacomo RossiStuart,\Und,RZ
1512,T:The Snow Devils,Ombretta Colli,\Und,RZ
1513,TZ:The Rip Off,Lee VanCleef,\Und,RU:
1514,TZ:The Rip Off,Karen Black,\Und,RU:
1515,TZ:The Rip Off,Edward Albert,\Und,RU:
1516,TZ:The Rip Off,Robert Alda,\Und,RU:
1517,TZ:The Rip Off,Lionel Stander,\Und,RU:
1518,TZ:The Stranger and the Gunfighter,Lee VanCleef,\Und,RU:
1519,TZ:The Stranger and the Gunfighter,Lo Lieh,\Und,RU:
1520,"TZ:Yor, the Hunter from the Future",Reb Brown,\Und,R:prehistoric man
1521,"TZ:Yor, the Hunter from the Future",Corinne Clery,\Und,RU:
1522,"TZ:Yor, the Hunter from the Future",John Steiner,\Und,RU:
1523,"TZ:Yor, the Hunter from the Future",Carole Andre,\Und,RU:
1524,T:Steelyard Blues,Donald Sutherland,\Und,"R:free-thinking demolition driver, refits a PBY Catalina"
1525,T:Steelyard Blues,Jane Fonda,\Und,"R:fancy hooker, goes for freedom"
1526,T:Steelyard Blues,Peter Boyle,\Und,R:mental case
1527,T:Steelyard Blues,Gordon Goodrow,\Und,RU:
1528,T:Steelyard Blues,Howard Hesseman,\Und,RU:
1529,T:Steelyard Blues,John Savage,\Und,RU:
1530,T:Steelyard Blues,Melvin Stewart,\Und,RU:
1531,T:Steelyard Blues,Richard Schaal,\Und,RU:
1532,TZ:Private Lessons,Sylvia Kristel,\Und,R:sexy housekeeper
1533,TZ:Private Lessons,Howard Hesseman,\Und,RU:
1534,TZ:Private Lessons,Eric Brown,\Und,"R:shy boy, seduced by housekeeper"
1535,TZ:Private Lessons,Ed Begley~jr,\Und,RU:
1536,TZ:Private Lessons,Pamela Bryant,\Und,RU:
1537,T:Police Academy 5,G.W. Bailey,\Und,"R:ambitious luitenant ""Harris"""
1538,T:Police Academy 5,David Graf,\Und,"R:nervous cop ""Tackleberry"""
1539,T:Police Academy 5,George Gaynes,\Und,"R:aging commandant, kidnapped, extended ""Lasard"""
1540,T:Police Academy 5,s a,\Und,"R:tall black cop, saves dean"
1541,T:Police Academy 5,Bubba Smith,\Und,"R:captain, saves Harris ""Hightower"""
1542,T:Police Academy 5,George R. Robertson,\Und,RU:
1543,T:Police Academy 5,Michael Winslow,\Und,"R:sound artist ""Jones"""
1544,T:Police Academy 5,Leslie Easterbrook,\Und,"R:trainee ""Callahan"""
1545,T:Police Academy 5,Janet Jones,\Und,"R:policewoman, fends cop off ""Kate"""
1546,T:Police Academy 5,James Hampton,\Und,R:mayor
1547,T:Police Academy 5,Lance Kinsey,\Und,"R:dumb cop, cousin ""Proctor"""
1548,T:Police Academy 5,Matt McCoy,\Und,"RN:""Nick"""
1549,T:Police Academy 5,Rene Auberjonois,\Und,"RN:""Tony"""
1550,T:Police Academy 5,James Hampton,\Und,R:mayor of Miami
1551,T:Police Academy 5,Marion Ramsey,\Und,"RN:""Hanks"""
1552,T:Police Academy 5,Archie Hahn,\Und,"RZ:jewel thief ""Mouse"""
1553,T:Police Academy 5,Jerry Lazarus,\Und,"RZ:Jewel thief sidekick ""Sugar"""
1554,T:Police Academy 5,Tab Thacker,\Und,"R:heavy cop ""House"""
1555,T:Police Academy 6,Bubba Smith,\Und,RZ:inept goon
1556,T:Police Academy 6,Michael Winslow,\Und,RZ:bungling cadet
1557,T:The Golden Arrow,Tab Hunter,\Und,"R:thief, becomes sultan ""Hassan"""
1558,T:The Golden Arrow,Rossana Podesta,\Und,RU:
1559,T:Fast Times at Ridgemont High,Sean Penn,\Und,R:randy teenager
1560,T:Fast Times at Ridgemont High,Phoebe Cates,\Und,RU:
1561,T:Fast Times at Ridgemont High,Jennifer Jason Leigh,\Und,RU:
1562,T:Fast Times at Ridgemont High,Brian Backus,\Und,RU:
1563,T:Fast Times at Ridgemont High,Robert Romanus,\Und,RU:
1564,TZ:Fast Times at Ridgemont High,Judge Reinhold,\Und,RU:
1565,TZ:Fast Times at Ridgemont High,Hallie Eckstein,\Und,RU:
1566,T:Fast Times at Ridgemont High,Ray Walston,\Und,RU:
1567,T:Fast Times at Ridgemont High,Eric Stoltz,\Und,RU:
1568,T:National Lampoon's European Vacation,Chevy Chase,\Und,"R:father, wins prize ""Clark Griswold"""
1569,T:National Lampoon's European Vacation,Beverly DAngelo,\Und,"R:wife ""Lisa"""
1570,T:National Lampoon's European Vacation,Jason Lively,\Und,R:son
1571,T:National Lampoon's European Vacation,Dana Hill,\Und,"R:daughter, pines"
1572,T:National Lampoon's European Vacation,Eric Idle,\Und,RU:
1573,T:National Lampoon's European Vacation,s a,\Und,"R:queen, in dream ""Elizabeth"""
1574,T:National Lampoon's European Vacation,s a,\Und,"R:princess, in dream ""Diane"""
1575,"T:Truly, Madly, Deeply",Juliet Stevenson,\Und,"R:romantic ""Nina"""
1576,"T:Truly, Madly, Deeply",Alan Rickman,\Und,"R:dead lover, cellist, reappears"
1577,"T:Truly, Madly, Deeply",Michael Maloney,\Und,"R:teacher, new boyfriend"
1578,"T:Truly, Madly, Deeply",Christopher Rozycki,\Und,R:Polish admirer
1579,"T:Truly, Madly, Deeply",Stella Maris,\Und,R:unmarried friend. mother
1580,"T:Truly, Madly, Deeply",David Ryall,\Und,"R:admirer, exterminator"
1581,"T:Truly, Madly, Deeply",Deborah Findlay,\Und,R:sister
1582,"T:Truly, Madly, Deeply",Bill Paterson,\Und,RZ:boss
1583,"T:Truly, Madly, Deeply",Pierre-Grahame duFrisk,\Und,R:dead musician
1584,T:Mr.~Wonderful,Matt Dillon,\Und,"R:divorced, ttries to find husband for ex-wife"
1585,T:Mr.~Wonderful,Annabella Sciora,\Und,R:eex-wife
1586,T:Mr.~Wonderful,MarieLouise Parker,\Und,RU:
1587,T:Mr.~Wonderful,Willliam Hurt,\Und,RU:
1588,T:The English Patient,Ralph Fiennes,\Und,"archeaeologist, disfigured in crash ""Almasy"""
1589,T:The English Patient,Juliette Binoche,\Und,"wife of spy, seduces archaeolgist"
1590,T:The English Patient,Kristin Scott Thomas,\Lov,"dedicated nurse ""Katherine"""
1591,T:The English Patient,Naveen Andrews,\Und,"Sikh bomb expert, loves nurse"
1592,T:The English Patient,William Dafoe,\Und,"R:thief, knows Almasy's past ""Caravaggio"""
1593,T:The English Patient,Colin Firth,\Und,"spy, trusts wife"
1594,T:Pasazerka,Aleksandra Slaska,\Und,R:former cooncentration camp official
1595,T:Pasazerka,Anna Ciepielewska,\Und,R:former camp inmate
1596,T:The Incredible Two-headed Monster,Bruce Dern,\Und,"R:homocidical maniac, gets second head"
1597,T:The Incredible Two-headed Monster,Pat Priest,\Sci,RZ:mad doctor
1598,T:The Incredible Two-headed Monster,Casey Kasem,\Und,RU:
1599,T:The Incredible Two-headed Monster,Barry Kroeger,\Und,RU:
1600,T:Look Who's Talking,Kirstie Alley,\Her,"R:unwed mother, drems of hanging from clock"
1601,T:Look Who's Talking,John Travolta,\Sav,R:helpful taxi driver
1602,T:Look Who's Talking,George Segal,\Wmp,"R:married father, wimp"
1603,T:Look Who's Talking,Abe Vigoda,\Inn,R:adopted grandpa
1604,T:Look Who's Talking,Olympia Dukakis,\Und,R:grandmother
1605,T:Look Who's Talking,Bruce Willis,\Voi\Inn,R:baby's voice
1606,T:The Gun in Betty Lou's Handbag,Penelope Ann Miller,\Und,"R:shy librarian, confesses falsely to murder ""Betty Lou"""
1607,T:The Gun in Betty Lou's Handbag,Eric Thal,\Und,"R:cop, Betty's husband ""Alex"""
1608,T:The Gun in Betty Lou's Handbag,William Forsythe,\Und,"R:vicious Cajun crime boss, boss of victim, wanted by FBI"
1609,T:The Gun in Betty Lou's Handbag,Cathy Moriarity,\Und,"R:hooker, Betty's jail mate, teacher ""Reba Bush"""
1610,T:The Gun in Betty Lou's Handbag,Julianne Moore,\Und,RU:
1611,"T:Highlander ""the Final Dimension""",Christopher Lambert,\Und,R:supernatural Scot
1612,"T:Highlander ""the Final Dimension""",Mario van Peebles,\Und,R:old wizard
1613,"T:Highlander ""the Final Dimension""",Deborah Unger,\Und,RU:
1614,T:Hon Dansade en Sommar,Folke Sundquist,\Und,R:student on vacation
1615,T:Hon Dansade en Sommar,Ulla Jacobson,\Und,"R:country girl, nude"
1616,T:Hon Dansade en Sommar,s a,\Und,R:pastor
1617,T:Night of the Cobra Woman,Joy Bang,\Und,R:girlfriend of student
1618,T:Night of the Cobra Woman,Marlene Clark,\Und,R:bra woman
1619,T:Night of the Cobra Woman,Roger Garrett,\Und,R:biology student
1620,T:Night of the Cobra Woman,Slash Marks,\Und,RU:
1621,T:The China Lake Murders,Michael Parks,\Und,R:murderous L.A. cop
1622,T:The China Lake Murders,Tom Skerritt,\Und,R:town sheriff
1623,T:Back to School,Rodney Dangerfield,\Und,R:clothes sales exec
1624,T:Back to School,Sally Kellerman,\Und,RZ:student
1625,T:Back to School,Buck Young,\Und,R:college-going son
1626,T:Back to School,Keith Barcs,\Und,"RSU """""
1627,T:Back to School,Roland Downey~jr,\Und,RU:
1628,T:Back to School,Paxton Whitehead,\Und,RZ:critical professor
1629,T:Back to School,Adrienne Bobes,\Und,RSU
1630,T:Back to School,Terry Farrar,\Und,RU:
1631,T:Back to School,Ned Beatty,\Und,RU:
1632,T:Too Much Too Soon,Dorothy Malone,\Und,"R:starlet, joins father ""Diana Barrymore"""
1633,T:Too Much Too Soon,Errol Flynn,\Und,"R:drunken actor father ""Barrymore"""
1634,T:Too Much Too Soon,Efrem Zimbalist~jr,\Und,RU:
1635,T:Too Much Too Soon,Neva Patterson,\Und,RU:
1636,T:Too Much Too Soon,Martin Milner,\Und,RU:
1637,T:Too Much Too Soon,Ray Danton,\Und,RU:
1638,T:Too Much Too Soon,Murray Hamilton,\Und,RU:
1639,TZ:The Gunslinger,John Garko,\Und,RU:
1640,TZ:The Gunslinger,Tony Vilar,\Und,RU:
1641,T:Honeymoon in Vegas,Nichalos Cage,\Und,R:groom
1642,T:Honeymoon in Vegas,Sarah Jessica Parker,\Und,"R:bride, lost in poker game"
1643,T:Honeymoon in Vegas,James Caan,\Und,R:wins bride
1644,T:The Freshman,Matthew Broderick,\Und,R:movie school student from Vermont
1645,T:The Freshman,Marlon Brando,\Und,R:dealer
1646,T:The Freshman,Penelope Ann Miller,\Und,R:daughter
1647,T:The Freshman,Bruno Kirby,\Und,R:weasely nephew
1648,T:The Freshman,Paul Benedict,\Und,RU:
1649,T:The Freshman,Maximilian Schell,\Und,RU:
1650,T:The Freshman,B.D. Wong,\Und,RU:
1651,T:The Freshman,Bert Parks,\Und,R:singer
1652,TZ:So Fine,Ryan ONeal,\Her,R:professor
1653,TZ:So Fine,Jack Warden,\inn,R:father
1654,TZ:So Fine,Mariangela Melato,\Vil,R:gangster
1655,TZ:So Fine,Richard Kiel,\Vil,R:gangster
1656,T:Striptease,Demi Moore,\Und,"R:mother, needs money ""Evelyn Grant"""
1657,T:Striptease,Burt Reynolds,\Und,R:nightclub owner
1658,T:Striptease,s a,\Und,R:ex-husband
1659,T:Striptease,s a,\Und,R:bouncer
1660,TZ:Smokey and the Hotwire Gang,James Keach,\Und,RU:
1661,TZ:Smokey and the Hotwire Gang,Tony Lorea,\Und,RU:
1662,TZ:Smokey and the Hotwire Gang,Alvy Moore,\Und,RU:
1663,TZ:Smokey and the Hotwire Gang,Skip Young,\Und,RU:
1664,TZ:Smokey and the Hotwire Gang,Stanley Livingston,\Und,RU:
1665,TZ:Smokey and the Hotwire Gang,George Barris,\Und,RU:
1666,TZ:Smokey and the Hotwire Gang,Carla Ziegfeld,\Und,RU:
1667,T:L'Uomo Meccanico,Andre Deed,\Und,"RN:""Saltarello"""
1668,T:L'Uomo Meccanico,Valentina Frascaroli,\Und,"R:adventuress ""Mado"""
1669,T:L'Uomo Meccanico,Mathilde Lambert,\Und,"RN:""elena D'Ara"""
1670,T:L'Uomo Meccanico,Gabriel Moreau,\Und,"R:professor ""d'Ara"""
1671,T:L'Uomo Meccanico,Fernando VivasMay,\Und,"RN:""Ramberti"""
1672,T:L'Uomo Meccanico,Giulia Costa,\Und,RU:
1673,T:Voyage of Terror,Burt Lancaster,\Und,"R:traveller, killed by terrorist ""Klinghoffer"""
1674,T:Voyage of Terror,Eva Marie Saint,\Und,R:wife
1675,T:Gattaca,Ethan Hawke,\Und,R:genetically improved
1676,T:Gattaca,Jude Law,\Und,R:gene source
1677,T:Gattaca,Uma Thurman,\Und,RU:
1678,T:Pushing Heads,Sihung Lung,\Und,retired Tai-chi teacher
1679,T:Pushing Heads,sa,\Und,Americanized son
1680,T:The Wedding Banquet,Winston Chao,\Und,"R:successful gay immigrant ""Wai Tung"""
1681,T:The Wedding Banquet,Mitchell Lichtenstein,\Und,"R:gay companion ""Simon"""
1682,T:The Wedding Banquet,May Chin,\Und,"R:tenat, struggling artist, desirous bride ""Wei Wei"""
1683,T:The Wedding Banquet,Sihing Lung,\Und,"R:former general, bride's father"
1684,T:The Wedding Banquet,AhLeh Gua,\Und,R:bride's mother
1685,T:The Wedding Banquet,Tien Pien,\Und,"R:old driver of general, restaurant owner, roposes banquet ""Chen"""
1686,T:The Ice Storm,Kevin Kline,\Und,"R:cheating husband ""Ben Hood"""
1687,T:The Ice Storm,Joan Allen,\Und,R:despairing wife
1688,T:The Ice Storm,Sigourney Weaver,\Und,R:bitchy neighbor
1689,T:The Ice Storm,Elijah Wood,\Und,R:confused kid
1690,T:The Ice Storm,Christina Ricci,\Und,R:upset daughter
1691,T:The Furies,Barbara Stanwyck,\Und,R:tempertuous daughter
1692,T:The Furies,Walter Huston,\Und,R:cattle baron
1693,T:The Furies,Wendell Corey,\Und,RU:
1694,T:The Furies,Judith Anderson,\Und,RU:
1695,T:The Furies,Gilbert Roland,\Und,RU:
1696,T:The Furies,Thomas Gomez,\Und,RU:
1697,T:The Furies,Beulah Bondi,\Und,RU:
1698,T:The Furies,Wallace Ford,\Und,RU:
1699,T:The Furies,Albert Dekker,\Und,RU:
1700,T:The Furies,Blanche Yurka,\Und,RU:
1701,T:The Reign of Terror,Arnold Moss,\Und,"R:emperor ""Napoleon"""
1702,T:Winchester 73,James Stewart,\Her,RU:
1703,T:Bend of the River,James Stewart,\Her,"R:reformed bandit, wagon train scout"
1704,T:Bend of the River,Julia Adams,\Und,RU:
1705,T:Bend of the River,Arthur Kennedy,\Vil,R:scout's outlaw pal
1706,T:The Naked Spur,James Stewart,\Her,R:bounty hunter
1707,T:The Naked Spur,Robert Ryan,\Vil,R:outlaw
1708,T:The Glenn Miller Story,James Stewart,\Rul,"R:bandleader ""Glenn Miller"""
1709,T:The Glenn Miller Story,June Allyson,\Und,R:wife
1710,T:The Glenn Miller Story,Harry Morgan,\Und,RU:
1711,T:The Glenn Miller Story,Charles Drake,\Und,RU:
1712,T:The Glenn Miller Story,Frances Langford,\Und,RU:
1713,T:The Glenn Miller Story,Louis Armstrong,\Und,"R:trumopet player ""Louis Armstrong"""
1714,T:The Glenn Miller Story,Gene Krupa,\Und,"R:himself ""Gene Krupa"""
1715,T:The Glenn Miller Story,Kathleen Lockhart,\Und,RU:
1716,T:Strategic Air Command,James Stewart,\Und,"R:baseball player, recalled to actice duty ""Lt.Col Ditch Holland"""
1717,T:Strategic Air Command,June Allyson,\Und,"R:wife ""Sally Holland"""
1718,T:Strategic Air Command,Stan Musial,\Und,"R:ballplayer ""Stan Musial"""
1719,T:Strategic Air Command,James Millican,\Und,"R:general ""Rusty Castle"""
1720,T:Strategic Air Command,Frank Lovejoy,\Und,"R:general ""Hawkes"""
1721,T:Strategic Air Command,Richard Shannon,\Und,R:aircraft commander
1722,T:Strategic Air Command,William Hudson,\Und,R:forecaster
